article_id,title,lead,event_id,tags
01400351.2008061910000413082,"朴 시장, 鄭 최고에 “첨복단지 유치 힘 보태 달라” 요청","박성효 대전시장은 18일 내전한 한나라당 정몽준 최고위원에게 첨단의료복합단지 대전 유치와 대덕특구 중심의 국제과학비즈니스벨트 조성에 힘을 보태줄 것을 요청했다.

박 시장은 이날 오후 5시 30분 시장실에서 정 의원을 만나 “대전은 30여 년에 걸친 투자로 첨단의료복합단지 입지를 위한 최적의 역량과 인프라를 갖췄다”며 “최단 기간에 최소의 투자로 최대 ..",blackevent_028,"[""지방정부의 중앙정치인 대상 로비활동"", ""기존 투자의 정당성 강조를 통한 설득"", ""지역개발 사업의 정치적 의존성"", ""공식적 면담을 통한 제도적 요청"", ""경쟁적 유치과정에서의 우위 확보 시도""]"
02100311.20160318081853838,[금주의 경제캘린더] 8월6일~10일,"6일(월)

 

 ▦김용덕 신임 금감위원장, 기자간담회(오후5시, 금감원) ▦재경부, 2007년 6월 및 2ㆍ4분기 사이버쇼핑몰 통계조사 결과 ▦KDI 경제동향 ▦공정위, 동의명령제 도입 관련 공정거래법 개정안 입법예고 ▦한은, 2007년 6월중 광의유동성 동향 및 금융산업의 경쟁력 강화 방안

 

 ▦산자부, 제3차 해외자원개발 기본계획 수립 ▦정..",blackevent_013,"[""정기적 일정 공지"", ""다기관 동시 활동"", ""정책 발표 집중"", ""경제 지표 공개"", ""행정 절차 진행""]"
01400351.20091215134813002,공공근로 참여 `하늘의 별따기',"최근 취업이 어려워지면서 공공근로 사업에 지원자가 대거 몰리고 있다. 그동안 노인이나 특별한 기술이 없는 시민들이 공공근로사업에 참여했지만, 올해는 기술이 있는 시민들도 대거 몰려 경쟁이 치열했다. 아산시는 실직자나 정기소득이 없는 자의 일자리 창출을 위해 내년 공공근로 및 희망근로사업 희망자를 모집했다. 지난 11일 접수를 마감한 결과 1단계 공공근로..",blackevent_053,"[""수요 대비 공급 부족"", ""경쟁 강도의 급격한 증가"", ""참여자 구성의 변화"", ""사회적 안전망으로의 집중""]"
02100601.20160121190817066,[취업! 길은 있다] 주요 그룹 채용 계획/포스코 TOEIC 기술계 730점 이상,"포스코는 한국 대학생들 사이에서 '꿈의 직장'으로 통한다. 누구나 한 번쯤 월
급을 받아봤으면 하는 기업이다.
우선 직장의 안정성 측면에서 높은 점수를 받는다. 대한민국이 망하지 않는 한
문 닫을 염려는 없을 것이라는 이미지가 젊은 대학생들의 구미를 당긴다. 실제
로 포스코의 평균 근속 연수는 19년으로 국내 기업 중 1위다. 포스코가 국내는
물론 전 ..",blackevent_033,"[""대기업 선호 현상의 지속성"", ""안정성 추구 심리의 집단적 발현"", ""취업 시장의 위계적 구조화"", ""브랜드 가치와 실제 근무 조건의 연동"", ""청년층 진로 선택의 획일화 경향""]"
01101001.20070125100005336,"“B형간염→간암, 업무상 재해”","간 질환과 과로는 무관하다는 대법원 판례를 뒤집고, 간 질환의 업무 연관성을 인정한 하급심 판결이 나왔다. 학계에서는 이번 판결로 만성 간 질환 환자들이 취업 과정에서 오히려 차별을 받을 수 있다고 우려하고 있다. 서울행정법원 행정11부(재판부 김상준)는 24일 외교통상부에 근무하다가 비(B)형 간염이 간암으로 악화돼 숨진 김아무개(당시 40살)씨의 아..",blackevent_011,"[""기존 판례의 전복"", ""업무-질병 인과관계의 재정립"", ""법적 인정과 사회적 우려의 충돌"", ""취업 차별 가능성의 역설적 발생""]"
02100601.20160122141929531,"[건강한 인생]물 한잔만 마셔도 腸, 장수한다","● 腸건강에 나쁜 10가지 습관
흔히 40대 이후에는 주기적으로 대장 내시경 검사를 받는 것이 바람직하다고 권
장된다. 서구화된 식습관은 물론 불규칙한 식생활 과도한 스트레스 운동하기
힘든 바쁜 일상 속에 시달리다보면 종종 장(腸)이 불편한 증상을 겪게 된다.
최근 대장암의 폭발적인 증가도 이런 우려에 무게를 더한다. 최민호 한림대 한
강성심병원 소화기..",blackevent_052,"[""생활습관과 건강결과 간의 인과관계"", ""현대사회 환경변화에 따른 질병패턴 변화"", ""예방적 관리의 필요성 증대"", ""개인 일상행동의 누적적 영향"", ""연령대별 건강관리 접근법의 차별화""]"
01100201.20070120100000968,힐 “北과 여러 이슈 합의” 내달초 6자회담 재개 가능성,"크리스토퍼 힐 미국 국무부 차관보는 19일 ""(베를린 북 미회동에서) 김계관 외무성 부상과 무엇이 중요한지 등에 대해 의논하면서 여러 이슈에 대해 확실히 의견을 같이했다""고 밝혔다. 베를린 회동 결과가 긍정적인 것으로 알려짐에 따라 차기 6자회담은 다음달 초 재개될 가능성이 한층 높아졌다.
베를린 북 미회동을 마치고 방한한 힐 차관보는 송민순 외교부장관..",blackevent_011,"[""다자간 협상의 단계적 진행"", ""양자 회담을 통한 돌파구 모색"", ""외교적 합의의 점진적 확산"", ""국제적 현안의 협력적 해결 시도"", ""정치적 교착 상태의 완화 과정""]"
01100701.20071227100004022,“종부세 출총제 李 코드 맞춰라” 꼬리 내린 고위관료들,"“종합부동산세를 완화하는 일은 없을 것이다.”(대통령 선거 이전)→“국민의 뜻을 반영하기 위해 노력하겠다.”(12월20일)→“종부세 수정을 검토하고 있다.”(12월24일)경제정책을 주도하는 재정경제부에서 나온 말이다. 시간이 흐르면서 말이 달라진다. 이처럼 말을 바꾸는 곳은 재경부뿐이 아니다. 공정거래위원회, 건설교통부 등 ‘노무현식’ 경제정책을 주도했..",blackevent_021,"[""정책 입장의 단계적 변화"", ""권력 교체에 따른 관료 적응"", ""상급자 의중에 맞춘 노선 전환"", ""기존 정책 기조의 점진적 포기""]"
02100311.20160318025828191,"우리투자증권, 조기상환 ELF 공동판매","우리투자증권은 조기상환형 주가연계펀드(ELF)인 ‘마이다스 New 2Star 파생상품 WM-1호’를 오는 21일까지 우리은행과 공동 판매한다. 

기초자산은 우리금융과 삼성물산이며 만기는 3년이다. 6개월마다 기준가격 결정일에 두 종목의 종가가 모두 최초 기준가격 대비 85%(6개월), 85%(12개월), 80%(18개월), 80%(24개월), 75%(..",blackevent_010,"[""금융기관 간 협력적 상품 유통"", ""단계별 조건부 수익 구조"", ""복수 기초자산 연동 메커니즘"", ""시간 경과에 따른 조건 완화"", ""리스크-수익 연계 상품 설계""]"
01100301.20060712100000141,양방향 강의지원 시스템 도입,"교수와 학생이 상호작용 수업을 진행할 수 있는 ‘유비쿼터스 양방향 강의지원 시스템’이 국내 대학에 도입, 운영되고 있다.경희대학교는 올 여름 계절학기에 ‘경희대 창업보육센터’에 있는 벤처기업 인사이드알에프가 개발한 ‘유비쿼터스 양방향 강의지원 시스템’을 세계 최초로 도입해 성공적으로 운영하고 있다고 12일 밝혔다.
이 시스템은 기존 학생증으로 출석과 학..",blackevent_009,"[""기술 혁신의 교육 현장 적용"", ""산학협력을 통한 실용적 솔루션 개발"", ""전통적 교육 방식의 디지털 전환"", ""대학 내부 자원 활용한 자체 기술 도입"", ""상호작용 중심의 교육 패러다임 변화""]"
07101201.20070726160520001,"LG텔레콤 ""수박 먹고 복더위 날리자""",LG텔레콤(대표 정일재)은 무더위가 기승을 부리는 25일 중복을 맞아 서울 종로의 폰앤펀(Phone & Fun) 매장에서 `수박 빨리 먹기 대회'를 열었다. 종로 매장을 찾은 고객들이 복더위를 잊고 수박을 먹고 있다.,blackevent_013,"[""기업의 계절적 마케팅 활동"", ""고객 참여형 이벤트 구조"", ""전통 절기와 상업적 결합"", ""매장 방문 유도 전략"", ""체험형 브랜딩 접근""]"
02100101.20160121121433190,"이정철 우리운용 대표 ""ETF 1등하겠다""","우리자산운용은 30일 상장지수펀드(ETF), 인덱스 펀드 등 패시브 상품을 성장동력으로 삼겠다고 밝혔다. 이정철 대표는 이날 서울 여의도 메리어트호텔에서 기자간담회를 열고 ""시장이 장기투자 위주로 움직일수록 운용보수가 싼 패시브 펀드의 강점은 더욱 부각될 것""이라며 ""ETF 부문에서 1등 운용사가 되는 게 목표""라고 말했다. 이 대표는 이어 ""우리자산운..",blackevent_052,"[""경영진의 공개적 목표 선언"", ""시장 트렌드에 대한 전략적 대응"", ""업계 내 경쟁 우위 추구"", ""비용 효율성을 통한 차별화 전략""]"
02100101.20160120232437365,대검 '박연차 경남은행 인수 시도' 수사,"대검 중수부는 노무현 전 대통령과 박연차 태광실업 회장의 '포괄적 뇌물수수와 공여' 혐의를 뒷받침하기 위해 박 회장의 경남은행 인수 시도 과정을 본격 조사하기로 했습니다. 
검찰은 이를 위해 경남은행 인수추진위원회 위원장을 맡았던 박창식 창원상공회의소 회장을 내일(15일) 불러 조사할 예정입니다. 
검찰 등에 따르면 경남은행은 공적자금을 투입받은 뒤 우..",blackevent_043,"[""권력과 자본의 유착 관계"", ""공적 자금이 개입된 금융기관 거래"", ""정치적 영향력을 통한 경제적 이익 추구"", ""과거 정권의 부패 의혹에 대한 사후 수사"", ""민관 협력 기구를 통한 이해관계 조정""]"
02100101.20160120184641403,현대車 노조 이기주의 勞勞갈등 비화,"현대자동차가 비상경영을 선포한 데 대해 노조 측이 반발하면서 '현대차 노조문제'가 또다시 수면 위로 부상하고 있다.
이런 가운데 울산공장 중간관리자들이 회사 측 위기 극복에 적극 동참하자고 호소하면서 새로운 국면을 맞고 있다.
전문가들은 이번 기회에 글로벌 회사에 걸맞지 않은 단체협약 독소조항을 개정하고, 회사 측도 근로자 고용 안정에 대해 최대한 노력..",blackevent_038,"[""경영진과 노조 간의 대립적 구조"", ""중간관리층의 별도 입장 표명"", ""복합적 이해관계자들의 갈등"", ""위기 상황에서의 조직 내부 분열"", ""제도적 개선 요구와 현실적 대응의 충돌""]"
01100401.20090527064801081,[인천/경기]해양경찰청 “민원인 대신해 서류 제출”,"어민편의 위해 서비스 
해당기관으로 직접 발송 
 
해양경찰청은 민원인이 신청한 서류를 민원인을 대신해 직접 기관이나 단체 등에 제출해주는 서비스를 최근 시작했다. 해경이 주로 발급하는 민원서류는 대부분 어민들이 요청한 것. 해경은 섬에 살거나 먼 바다에 나가 며칠 동안 작업을 해야 하는 어민들의 편의를 위해 이번 서비스를 도입한 것이다. 
 이에 따라..",blackevent_046,"[""공공기관의 능동적 서비스 확장"", ""지리적 제약 해소를 위한 제도 개선"", ""특정 직업군 대상 맞춤형 행정서비스"", ""민원 처리 과정의 간소화"", ""접근성 향상을 통한 행정 효율성 증대""]"
01500601.20090702085619001,대구 아파트값 하락세 끝? 두달째 보합세," 대구 아파트 가격이 두달째 보합세를 유지하며 '하락세'에서 벗어날 조짐을 보이고 있다. 
국민은행의 6월 주택가격 동향 조사 결과에 따르면 지난달 대구 아파트 가격은 5월에 이어 두달째 '0'의 변동률을 보여 2007년 1월 이후 28개월째 이어져 왔던 하락세에서 벗어나 일단 보합세를 유지한 것으로 나타났다. 
경북지역 아파트 가격도 5월 -0.1%에..",blackevent_048,"[""장기 하락 추세의 전환점"", ""연속적 시간 패턴의 변화"", ""지역 부동산 시장의 안정화 신호"", ""수치 기반 객관적 현상 보고"", ""경제 지표의 단계적 회복 조짐""]"
01101101.20091120100001831,"美 정치권 ""한미FTA 비준 논의 숨통 트일지 ""","이명박 대통령이 한미 자유무역협정(FTA)의 자동차 분야에 대해 추가논의가 가능하다는 뜻을 밝힌 것을 계기로 미국 정치권의 한미 FTA에 대한 입장이 달라질 수 있을지에 관심이 집중되고 있다.
FTA 비준 권한을 갖고 있는 미 의회는 조지 W 부시 전임 행정부가 체결한 한미 FTA가 자동차 부분에서 ""받아들일 수 없는 불공정한 조항을 담고 있다""며 추가..",blackevent_052,"[""양국 간 협상의 교착상태"", ""일방의 양보 신호를 통한 돌파구 모색"", ""의회 권한과 행정부 입장 간의 괴리"", ""특정 분야(자동차)를 둘러싼 이해관계 충돌"", ""정치적 합의 도출을 위한 재협상 가능성""]"
01500301.20160202211710090,울산 쌀 직불금 2년간 524건 부당지급,"울산 쌀 직불금 2년간 524건 부당지급 농지 전용 면적 초과 등...70% 가량 회수 [2008.10.16 23:07] 최근 쌀 소득보전 직접지불제가 전국적인 관심사로 등장한 가운데 울산지역에서는 지난 2005년과 2006년에 걸쳐 총 524건 3800만원이 부당하게 지급됐던 것으로 나타났다.
16일 울산시에 따르면 지난 2005년의 경우 226건에 ..",blackevent_034,"[""제도 운영의 허점 노출"", ""대규모 반복적 위반 발생"", ""지역 단위 집중적 부정수급"", ""행정 감독 체계의 미흡"", ""사후 발견 및 회수 조치""]"
02100501.20160207220740129,외환은행 인수 산은－KB금융지주 각축,민유성 산은금융지주 회장이 외환은행 인수에 적극적으로 나설 의지가 있음을 시사했다. KB금융지주 역시 외환은행 인수에 관심이 크다고 언급해 온 만큼 외환은행을 둘러싼 인수전이 본격화 될 양상이다. 론스타측에서도 빠른시일내 적정한 가격에 매각하는 방향으로 가닥을 잡은 것으로 알려져 내년 상반기에는 매각이 가시화 될 것으로 전망된다. 20일 산은금융지주 민..,blackevent_052,"[""복수 주체 간 경쟁적 구도"", ""기업 인수합병의 다자간 협상"", ""시간적 압박이 있는 거래 과정"", ""금융권 내 지배구조 재편"", ""외부 투자자의 출구 전략 실행""]"
01400601.20090521132718002,`국보법 위반 엄정수사 하라`,"한국자유총연맹 충북도지회(회장 유봉기)가 21일 충북지방경찰청 앞에서 최근 통일운동단체 회원들이 국가보안법 위반 혐의로 구속된 것과 관련, 엄정한 수사와 재판을 촉구하는 성명을 발표했다. 

이날 성명 발표에는 유봉기 회장 외 20여 명의 간부들이 ""우리는 통일운동단체 회원 등이 국가보안법 위반으로 구속된 현실을 보고 국가의 안위와 존재 가치를 흔드는 ..",blackevent_045,"[""보수단체의 압력행사"", ""법집행기관에 대한 외부개입 시도"", ""이념갈등의 공론장 표출"", ""집단행동을 통한 정치적 의사표현"", ""국가보안법을 둘러싼 사회적 대립""]"
01400351.20060822220618045,주말학교 수강열기 ‘후끈’,"휴무토요일 선택과목 수업전국 최초로 운영되고 있는 주말학교의 열기가 뜨겁다.주말학교는 충남도교육청이 학교에서 개설되지 않은 선택과목에 대해 학생선택권을 보장해주기 위해 여름방학부터 오는 10월까지 운영하는 프로그램이다.현재 주말학교에서는 공주여고생 44명이 경제와 경제지리에 대해, 논산고 학생 81명이 물리Ⅱ와 세계사를, 용남고교생 30명이 진로와 직업..",blackevent_010,"[""전국 최초 시행의 실험적 성격"", ""교육청 주도의 제도적 개입"", ""학생 선택권 확대를 위한 보완적 프로그램"", ""지역별 학교 간 연계 운영"", ""방학 및 주말 활용의 시간적 특성""]"
02100601.20160122053937437,돈 은행권에서만 맴돈다,"글로벌 금융위기를 맞아 한국은행이 막대한 자금을 풀었지만 생산이나 투자쪽에
흘러들어가지 않고 은행권에만 맴돌아 단기자금 증가율이 3년7개월 만에 최고
수준을 기록했다.
11일 한은은 '3월 통화 및 유동성 지표 동향'에서 지난 3월 M1(협의통화)이 평
잔 기준으로 지난해 같은 달에 비해 14.3% 늘어났다고 발표했다. 이 같은 증가
율은 2005년 8..",blackevent_044,"[""정책 효과의 불완전한 전달"", ""자금 흐름의 구조적 단절"", ""유동성 공급과 실물경제 간 괴리"", ""금융시스템 내부의 자금 순환 정체"", ""의도된 목표와 실제 결과의 불일치""]"
02100351.20071004091109002,[코스피]단기급등 부담으로 하락...2003.60(10.49P↓),"[이투데이] 조남호 기자 (spdran@e-today.co.kr)

코스피지수가 단기급등 부담으로 8거래일만에 하락세로 돌아서며 마감했다. 하지만 개인 및 프로그램 매수세 유입으로 2000선을 지키는데 성공했다.

4일 코스피지수는 전일보다 0.52%(10.49포인트) 떨어진 2003.60을 기록하며 거래를 마쳤다.

이날 새벽 마감한 미국 주요지수가 ..",blackevent_016,"[""단기 상승 후 조정 국면"", ""심리적 지지선 방어"", ""상반된 투자주체 간 힘의 균형"", ""제한적 하락폭의 안정성""]"
02100601.20160122033520929,"대교, 50억 규모 자사주 취득 신탁계약","대교는 주가 안정을 위해 대우증권과 50억원 규모의 자사주 취득 신탁계약을 체
결하기로 결정했다고 30일 공시했다. 계약종료일은 2010년 3월31일이다.
한경닷컴 오정민 기자 blooming@hankyung.com",blackevent_042,"[""기업의 자구책적 시장개입"", ""주가방어를 위한 능동적 대응"", ""금융기관과의 위탁계약 구조"", ""일정 기간 한정의 임시조치"", ""자본시장 안정화 목적의 투자행위""]"
01400551.20060823031443016,충남 수출 올들어 18% 증가,"올 들어 고유가와 환율하락, 원자재값 상승에도 충남 지역의 수출은 지난해에 비해 꾸준히 늘어난것으로나타났다.22일 충남도에 따르면 올 들어지난달까지 도내 수출액은 212억200만달러로 지난해 같은 기간179억2천600만달러보다 18.3% 늘어나 전국 평균 수출 증가율인13.5%를크게웃돌았다.수출 품목별로는 반도체 69억6천600만달러, 평판디스플레이 3..",blackevent_010,"[""지역별 경제성과의 차별화"", ""역경 속에서의 성장 지속성"", ""전국 평균 대비 우위적 성과"", ""외부 악조건에 대한 저항력"", ""수치적 증명을 통한 객관적 현상""]"
02100201.20090217133236002,"스틱인베스트먼트 ""아시아 선도 PE""","이 기사는 02월16일(08:42) 머니투데이가 만든 프로페셔널 정보 서비스 'thebell'에 출고된 기사입니다.""Pan-asia leading PE.""임정강 스틱인베스트먼트(이하 스틱) 대표가 스틱의 비전을 아시아 대표 PE(Private Equity)로 제시했다. 국내 최대 벤처캐피탈을 아시아 주요 사모투자 회사로 변신시키겠다는 게 그의 생각이다...",blackevent_040,"[""국내 기업의 해외 확장 의지"", ""기업 정체성의 전략적 재정의"", ""시장 지배력을 통한 성장 동력 확보"", ""지역적 경계를 넘나드는 사업 영역 확대"", ""리더십 비전의 공개적 선언""]"
01400501.20090311014741002,인천상공회의소 김광식회장 재선,"제20대 인천상공회의소 회장에 김광식 현 회장이 재선됐다. 

인천상공회의소는 3월 11일 제20대 임시의원총회를 개최하여 앞으로 3년동안(2012년까지) 인천상의와 인천지역 경제계를 대표할 회장, 부회장, 상임의원 등 52명의 임원을 선출하였다. 

이날 총회에서 회장에는 (주)정광종합건설 김광식 회장이 재선됐으며, 부회장에는 동건공업(주) 김진만 대..",blackevent_041,"[""기존 리더십의 연속성"", ""조직 내부의 안정적 권력 승계"", ""정기적 민주적 의사결정 과정"", ""지역 경제계의 대표성 확보"", ""임기제 기반의 제도적 운영""]"
02100101.20160120231639642,"시중자금, 고수익 자산으로 이동","【 앵커멘트 】
금융시장이 조금씩 안정을 되찾으면서 시중 자금의 흐름도 변화하고 있습니다.
위험이 있기는 하지만 수익 역시 그만큼 높은 곳으로 움직이고 있습니다.
라호일 기자가 보도합니다.


【 기자 】
금융위기로 잔뜩 움츠려 있던 시중자금이 수익이 높은 곳을 찾아 이동하기 시작했습니다.

한국은행에 따르면, 지난달 은행수신은 916조 4천억 원으로 ..",blackevent_043,"[""위험회피에서 위험선호로의 전환"", ""안전자산에서 수익자산으로의 자금이동"", ""금융시장 심리의 점진적 회복"", ""유동성의 선택적 재배치"", ""수익률 추구 행동의 재개""]"
01500301.20081210190922019,"울산시시각장애인복지관, 지압물리센터 3호점 열어","??사진­사진부 출고?? 울산시시각장애인복지관??관장직대 김병수??은 9일 남구 신정2동 우남빌라 1층에 지압물리센터 3호점을 열고 현판식을 가졌다. 한국장애인고용촉진공단 박금준 울산지사장과 울산시 이춘실 사회복지과장, 울산사회복지공동모금회 김지찬 사무국장, SK에너지??주??콤플렉스 김태화 사회공헌팀장 등 20여명이 참석한 가운데 현판 공개와 시설견..",blackevent_036,"[""공공-민간 협력 구조"", ""지역사회 네트워크 형성"", ""사회적 경제 확장"", ""제도적 지원 체계"", ""공식적 승인 절차""]"
01500801.20090629020414001,인사,영남일보 인사 △이사 편집국장 손인락,blackevent_048,"[""조직 내부의 위계적 변동"", ""공식적 발표를 통한 투명성"", ""개인의 직책 상승과 권한 이양"", ""언론사 내부 구조의 재편성"", ""제도적 절차에 따른 정례적 변화""]"
01500701.2008051310000268320,촌지 담을 명품봉투 판매 불티,"스승의 날 '촌지'만 전하기엔 많이 부족한가요?  
중학생 자녀를 둔 정모(41 여)씨는 오는 15일 스승의 날을 앞두
고 담임 교사에게 줄 선물을 사기 위해 친구와 함께 최근 부산 A
백화점을 찾았다. 선물을 구입한 정씨는 '봉투를 산다'는 친구를 
따라 백화점 지하 1층 선물포장코너로 갔다가 놀라운 사실을 목격
했다.
'촌지'를 넣기 위해 친구가 산..",blackevent_027,"[""관행의 고급화 현상"", ""소비 행위의 은밀성"", ""사회적 압박의 물질화"", ""비공식 거래의 상업화"", ""도덕적 딜레마의 일상화""]"
02100601.20160122122125430,"최경환 지경, SSM 대응방안 ""스마트숍 2만개 육성하겠다""","최경환 지식경제부 장관은 1일 ""기업형 슈퍼마켓(SSM)에 대한 대응 방안의 하나
로 영세 슈퍼마켓들의 프랜차이즈인 '스마트숍'을 2만개가량 육성할 방침""이라
고 밝혔다.
최 장관은 추석 연휴를 앞두고 이날 서울 양천구 신월동 신영시장을 방문해 상
인들과 만난 자리에서 이같이 말했다. 스마트숍은 전국의 개인 슈퍼마켓들을 엮
은 독자 브랜드로 여기에 가입..",blackevent_050,"[""정책 발표를 통한 현장 소통"", ""대기업 진출에 대한 정부 개입"", ""영세업체 보호를 위한 조직화 전략"", ""경쟁 구도 변화에 따른 대응책 제시""]"
02100201.20091119133441002,자동차에 하자 생기면 무상수리 의무화,앞으로 자동차를 판매한 뒤 2~3년 이내에 하자가 발생하면 무상수리를 해줘야 한다. 자동차 부품공급 조기중단에 따른 피해를 예방하기 위해 자동차를 판매한 이후 8년 이상 부품공급이 의무화된다.국토해양부는 이같은 내용을 담은 '자동차관리법 시행령 시행규칙' 개정안을 20일 입법예고한다고 19일 밝혔다. 개정안에 따르면 자동차에 대한 사후관리를 강화하기 위..,blackevent_052,"[""정부 주도의 규제 강화"", ""소비자 보호를 위한 제도적 개입"", ""기업의 사후 책임 의무화"", ""법적 강제력을 통한 시장 질서 확립"", ""예방적 성격의 정책 시행""]"
04100058.20090210105520003,"홍준표 ""김석기 퇴진 경찰의 명예를 지켰다""","[CBS정치부 김중호 기자] [IMG0]한나라당 홍준표 원내대표가 김석기 경찰청장 내정자의 자진사퇴 표명에 대해 ""경찰의 명예를 지킨 적절한 처신""이라며 높게 평가했다. 

홍 원내대표는 10일 원내대책회의를 주재하는 자리에서 ""김석기 청장이 자신의 명예를 지켰을 뿐만 아니라 경찰의 명예도 지킨 적절한 처신을 했다""고 말했다. 

홍 원내대표는 또 민주..",blackevent_039,"[""정치적 위기 상황에서의 자진 퇴진"", ""여당 지도부의 사후 정당화 논리"", ""명예 담론을 통한 프레이밍"", ""인사 실패에 대한 방어적 해석"", ""갈등 상황의 정치적 수습 과정""]"
08100301.20090426181108002,"여야 지도부, 득표전 총력...진보 후보 '단일화'","여야 지도부, 득표전 총력...진보 후보 '단일화' 2009-04-26 20:47 4.29 재보선 투표를 사흘 앞둔 오늘(26일), 여야는 막바지 세몰이에 여념이 없습니다. 울산 북 재선거에서 조승수 후보로 진보 진영의 후보 단일화가 이뤄지는 등 막판 변수도 잇따르고 있습니다.최선호 기자입니다.##SilverViewer## 후보 단일화에 총력을 기울여온..",blackevent_043,"[""시간적 압박감 하의 집중적 활동"", ""경쟁 세력 간 전략적 대응"", ""막판 변수 발생의 역동성"", ""진영 내부의 통합 과정"", ""집약된 시점에서의 정치적 결집""]"
04100158.20160308195300428,"대구보건대, 작업치료사 국가고시 전국수석 배출","[데일리안 대구 경북 김희정 기자] ◇ 좌로부터 최은수, 김도완씨 ⓒ 대구보건대 제공대구보건대학 학생들이 최근 보건계열 국가고시에서 전국 수석과 차석을 차지해 화제가 되고 있다.



이 대학 작업치료과를 올해 졸업한 최은수(25)씨는 작업치료사 국가고시에서 300점 만점에 275.5점을 받아 4년제 대학을 포함한 전국 수험생 1100명 가운데 1등을 ..",blackevent_041,"[""개인의 학업 성취에 대한 공식적 평가"", ""교육기관의 명예와 직결된 결과"", ""전국 단위 경쟁 구조에서의 우위 확보"", ""전문 자격 취득을 위한 제도적 검증 과정"", ""학교 홍보 효과를 동반한 성과 발표""]"
01700101.20160217192442297,대학 연구사 대학 박물관 물품 가져가,"제주대학교에 근무했던 연구사가 학교 박물관에 전시된 물품을 임의로 가져갔다는 고소장이 접수돼 경찰이 수사에 나섰다.
학교측은 대학 연구사가 학교 박물관에 보관된 물품 542점을 가져갔다며 지난 22일 경찰에 고소장을 제출했다.
학교측에 따르면 지난 5월25일 오후 연구사가 학교 박물관에서 물품을 가져갔으며 연구사가 그동안 물품 목록 등을 기록하지 않아 ..",blackevent_031,"[""내부자에 의한 조직 자산 유용"", ""관리 체계의 허점 노출"", ""신뢰 관계의 배신"", ""대량 물품의 체계적 반출"", ""기록 관리 시스템 부재""]"
01100201.20060205100000330,박승 총재 등 임기 내달부터 속속 만료 한은 인사 태풍 예고,"한국은행에 한바탕 인사 태풍이 예고되고 있다. 박승 총재와 일부 금융통화위원회 위원,부총재보 등의 임기가 3월부터 속속 만료되기 때문이다.
2002년 4월1일 취임한 박 총재는 3월 말로 4년 임기를 마무리하고 총재직을 떠난다. 물가 및 통화정책을 담당하는 중앙은행의 차기 수장은 관행상 임기 시작을 열흘 가량 앞둔 3월20일을 전후해 발표될 예정이다.
..",blackevent_003,"[""임기 만료의 집중적 발생"", ""조직 내 대규모 인사 변동"", ""정해진 시간표에 따른 예측 가능한 변화"", ""중앙은행 핵심 보직들의 동시 공석화"", ""관행적 절차에 의한 후임자 선정 과정""]"
01500601.20071129110800001,사설-건보 赤字 난 몰라 의료쇼핑 제동 당연,보건복지부가 여러 병원을 돌아다니며 의약품을 과다 처방받는 이른바 ‘의료 쇼핑’ 환자들에 대해 제동을 걸고 나섰다. 내년 상반기부터는 의약품을 불필요하게 중복 처방하는 의료기관에 대해 건강보험 급여비를 삭감하겠다는 것이다. 타당한 조치다. 건강보험의 재정 적자 가속화 문제와 함께 의약품의 오`남용 문제도 심각한 만큼 개선할 필요가 있다. 요즘 우리네 ..,blackevent_020,"[""정책적 규제를 통한 행위 통제"", ""경제적 손실과 사회적 문제의 연결"", ""개인 행동이 집단 재정에 미치는 영향"", ""예방적 조치를 통한 시스템 보호"", ""다층적 이해관계자 간의 갈등 구조""]"
01200201.2008092610000820558,조합장의 수백억대 사기분양,"▲ 박석희
 (지역사회부)

 조합원 자격 상실 등으로 남은 아파트의 값을 깎아 분양해 준다는 주택조합장의 말에 속아 수십명이 수백억원의 피해를 볼 처지에 놓였다.

안양경찰서는 최근 아파트 이중분양으로 수백억원을 챙긴 혐의 등으로 안양시 동안구 관양동 M지역주택조합장 김모(35)씨와 시행사인 S건설 대표 김모(48)씨를 각각 구속했다.

S건설 창업멤..",blackevent_033,"[""신뢰관계를 악용한 조직적 사기"", ""합법적 외관을 가진 불법행위"", ""다수 피해자와 거액 손실"", ""공식 지위를 이용한 권한 남용"", ""복합적 공모구조""]"
02100601.20160122144520305,"에이스하이텍, 118억원 유상증자 결의","에이스하이텍은 26일 시설자금, 운영자금 마련 등을 위해 일반공모 방식으로 유
상증자를 실시한다고 공시했다.
유상증자를 통해 발행되는 신주는 보통주 2300만주며, 조달되는 자금은 118억4
500만원이다. 신주의 상장예정일은 오는 12월22일이다.
한경닷컴 김하나 기자 hana@hankyung.com",blackevent_052,"[""기업의 자본조달 행위"", ""공개시장을 통한 자금확보"", ""신주발행에 의한 지분구조 변화"", ""특정 목적을 위한 재무적 의사결정""]"
